experiment_id,timestamp,status,error,language,task,model_type,task_type,dataset_config,experiment_type,control_seed,train_time,model_class,train_primary_value,train_mse,train_r2,val_primary_value,val_mse,val_r2,test_primary_value,test_mse,test_r2,train_samples,val_samples,test_samples,_raw_result,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1
4b69b30ad2b2,2025-08-18T18:27:36.448422,completed,,ar,lang_norm_complexity_score,DummyRegressor,regression,base,main,,0.02003312110900879,DummyRegressor,0.03069736400893835,0.03069736400893835,0.0,0.06639388558127966,0.06639388558127966,-0.02335066369142047,0.05806863504059316,0.05806863504059316,-0.001077383099387319,995,44,77,"{'experiment_id': '4b69b30ad2b2', 'timestamp': '2025-08-18T18:27:36.448422', 'config': {'experiment_name': 'dummy_lang_norm_complexity_score_ar_base', 'language': 'ar', 'task': 'lang_norm_complexity_score', 'model_type': 'dummy', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'DummyRegressor', 'task_type': 'regression', 'train_time': 0.02003312110900879, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.03069736400893835, 'mse': 0.03069736400893835, 'r2': 0.0}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.06639388558127966, 'mse': 0.06639388558127966, 'r2': -0.02335066369142047}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.05806863504059316, 'mse': 0.05806863504059316, 'r2': -0.001077383099387319}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
503e26e4703a,2025-08-18T18:27:45.431997,completed,,ar,lang_norm_complexity_score,Ridge,regression,base,main,,0.06514930725097656,Ridge,0.005919799271590654,0.005919799271590654,0.8071561040268165,0.027991207806873367,0.027991207806873367,0.568562363297427,0.04534300851198102,0.04534300851198102,0.21830674560723173,995,44,77,"{'experiment_id': '503e26e4703a', 'timestamp': '2025-08-18T18:27:45.431997', 'config': {'experiment_name': 'ridge_lang_norm_complexity_score_ar_base', 'language': 'ar', 'task': 'lang_norm_complexity_score', 'model_type': 'ridge', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'Ridge', 'task_type': 'regression', 'train_time': 0.06514930725097656, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.005919799271590654, 'mse': 0.005919799271590654, 'r2': 0.8071561040268165}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.027991207806873367, 'mse': 0.027991207806873367, 'r2': 0.568562363297427}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.04534300851198102, 'mse': 0.04534300851198102, 'r2': 0.21830674560723173}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
f918377a269b,2025-08-18T18:27:54.227556,completed,,ar,lang_norm_complexity_score,XGBRegressor,regression,base,main,,0.6883654594421387,XGBRegressor,0.003911957856325268,0.003911957856325268,0.8725637206117699,0.030844986778406913,0.030844986778406913,0.524576135063017,0.034391852779592114,0.034391852779592114,0.40709978878501674,995,44,77,"{'experiment_id': 'f918377a269b', 'timestamp': '2025-08-18T18:27:54.227556', 'config': {'experiment_name': 'xgboost_lang_norm_complexity_score_ar_base', 'language': 'ar', 'task': 'lang_norm_complexity_score', 'model_type': 'xgboost', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'XGBRegressor', 'task_type': 'regression', 'train_time': 0.6883654594421387, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.003911957856325268, 'mse': 0.003911957856325268, 'r2': 0.8725637206117699}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.030844986778406913, 'mse': 0.030844986778406913, 'r2': 0.524576135063017}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.034391852779592114, 'mse': 0.034391852779592114, 'r2': 0.40709978878501674}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
017785ef05fd,2025-08-18T18:28:02.486292,completed,,ar,question_type,DummyClassifier,classification,base,main,,0.020449161529541016,DummyClassifier,0.5005025125628141,,,0.5454545454545454,,,0.7142857142857143,,,995,44,77,"{'experiment_id': '017785ef05fd', 'timestamp': '2025-08-18T18:28:02.486292', 'config': {'experiment_name': 'dummy_question_type_ar_base', 'language': 'ar', 'task': 'question_type', 'model_type': 'dummy', 'task_type': 'classification', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'DummyClassifier', 'task_type': 'classification', 'train_time': 0.020449161529541016, 'train_metrics': {'primary_metric': 'accuracy', 'primary_value': 0.5005025125628141, 'accuracy': 0.5005025125628141, 'precision': 0.25050276508168984, 'recall': 0.5005025125628141, 'f1': 0.33389183021605007}, 'val_metrics': {'primary_metric': 'accuracy', 'primary_value': 0.5454545454545454, 'accuracy': 0.5454545454545454, 'precision': 0.29752066115702475, 'recall': 0.5454545454545454, 'f1': 0.3850267379679144}, 'test_metrics': {'primary_metric': 'accuracy', 'primary_value': 0.7142857142857143, 'accuracy': 0.7142857142857143, 'precision': 0.5102040816326531, 'recall': 0.7142857142857143, 'f1': 0.5952380952380952}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",0.5005025125628141,0.25050276508168984,0.5005025125628141,0.33389183021605007,0.5454545454545454,0.29752066115702475,0.5454545454545454,0.3850267379679144,0.7142857142857143,0.5102040816326531,0.7142857142857143,0.5952380952380952
bf1b7901a303,2025-08-18T18:28:10.845883,completed,,ar,question_type,LogisticRegression,classification,base,main,,0.003815174102783203,LogisticRegression,1.0,,,0.9545454545454546,,,0.9090909090909091,,,995,44,77,"{'experiment_id': 'bf1b7901a303', 'timestamp': '2025-08-18T18:28:10.845883', 'config': {'experiment_name': 'logistic_question_type_ar_base', 'language': 'ar', 'task': 'question_type', 'model_type': 'logistic', 'task_type': 'classification', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'LogisticRegression', 'task_type': 'classification', 'train_time': 0.003815174102783203, 'train_metrics': {'primary_metric': 'accuracy', 'primary_value': 1.0, 'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'val_metrics': {'primary_metric': 'accuracy', 'primary_value': 0.9545454545454546, 'accuracy': 0.9545454545454546, 'precision': 0.9586776859504131, 'recall': 0.9545454545454546, 'f1': 0.9546395633352156}, 'test_metrics': {'primary_metric': 'accuracy', 'primary_value': 0.9090909090909091, 'accuracy': 0.9090909090909091, 'precision': 0.9222222222222222, 'recall': 0.9090909090909091, 'f1': 0.9115646258503401}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",1.0,1.0,1.0,1.0,0.9545454545454546,0.9586776859504131,0.9545454545454546,0.9546395633352156,0.9090909090909091,0.9222222222222222,0.9090909090909091,0.9115646258503401
bdc76cdded85,2025-08-18T18:28:18.802207,completed,,ar,question_type,XGBClassifier,classification,base,main,,0.18094801902770996,XGBClassifier,1.0,,,1.0,,,0.974025974025974,,,995,44,77,"{'experiment_id': 'bdc76cdded85', 'timestamp': '2025-08-18T18:28:18.802207', 'config': {'experiment_name': 'xgboost_question_type_ar_base', 'language': 'ar', 'task': 'question_type', 'model_type': 'xgboost', 'task_type': 'classification', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'XGBClassifier', 'task_type': 'classification', 'train_time': 0.18094801902770996, 'train_metrics': {'primary_metric': 'accuracy', 'primary_value': 1.0, 'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'val_metrics': {'primary_metric': 'accuracy', 'primary_value': 1.0, 'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'test_metrics': {'primary_metric': 'accuracy', 'primary_value': 0.974025974025974, 'accuracy': 0.974025974025974, 'precision': 0.974937343358396, 'recall': 0.974025974025974, 'f1': 0.9736394557823128}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974025974025974,0.974937343358396,0.974025974025974,0.9736394557823128
2d7515462a85,2025-08-18T18:28:27.116936,completed,,ar,avg_verb_edges,DummyRegressor,regression,base,main,,0.0053653717041015625,DummyRegressor,0.040816270150753765,0.040816270150753765,0.0,0.06568979181818181,0.06568979181818181,-0.14076339507493452,0.12839881974025974,0.12839881974025974,-0.8603162027734947,995,44,77,"{'experiment_id': '2d7515462a85', 'timestamp': '2025-08-18T18:28:27.116936', 'config': {'experiment_name': 'dummy_avg_verb_edges_ar_base', 'language': 'ar', 'task': 'avg_verb_edges', 'model_type': 'dummy', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'DummyRegressor', 'task_type': 'regression', 'train_time': 0.0053653717041015625, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.040816270150753765, 'mse': 0.040816270150753765, 'r2': 0.0}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.06568979181818181, 'mse': 0.06568979181818181, 'r2': -0.14076339507493452}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.12839881974025974, 'mse': 0.12839881974025974, 'r2': -0.8603162027734947}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
3b69bddfbd19,2025-08-18T18:28:34.779586,completed,,ar,avg_verb_edges,Ridge,regression,base,main,,0.002955913543701172,Ridge,0.009041214337817828,0.009041214337817828,0.7784899427501741,0.03486452791360797,0.03486452791360797,0.3945455430808049,0.09178584284833734,0.09178584284833734,-0.3298462632397885,995,44,77,"{'experiment_id': '3b69bddfbd19', 'timestamp': '2025-08-18T18:28:34.779586', 'config': {'experiment_name': 'ridge_avg_verb_edges_ar_base', 'language': 'ar', 'task': 'avg_verb_edges', 'model_type': 'ridge', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'Ridge', 'task_type': 'regression', 'train_time': 0.002955913543701172, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.009041214337817828, 'mse': 0.009041214337817828, 'r2': 0.7784899427501741}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.03486452791360797, 'mse': 0.03486452791360797, 'r2': 0.3945455430808049}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.09178584284833734, 'mse': 0.09178584284833734, 'r2': -0.3298462632397885}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
8304e32a0a35,2025-08-18T18:28:43.013758,completed,,ar,avg_verb_edges,XGBRegressor,regression,base,main,,0.6128504276275635,XGBRegressor,0.007650343216033796,0.007650343216033796,0.8125663323038224,0.03068744868528755,0.03068744868528755,0.4670843493413678,0.10412016227671689,0.10412016227671689,-0.5085530015822106,995,44,77,"{'experiment_id': '8304e32a0a35', 'timestamp': '2025-08-18T18:28:43.013758', 'config': {'experiment_name': 'xgboost_avg_verb_edges_ar_base', 'language': 'ar', 'task': 'avg_verb_edges', 'model_type': 'xgboost', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'XGBRegressor', 'task_type': 'regression', 'train_time': 0.6128504276275635, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.007650343216033796, 'mse': 0.007650343216033796, 'r2': 0.8125663323038224}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.03068744868528755, 'mse': 0.03068744868528755, 'r2': 0.4670843493413678}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.10412016227671689, 'mse': 0.10412016227671689, 'r2': -0.5085530015822106}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
8108bd15a37c,2025-08-18T18:28:50.758405,completed,,ar,lexical_density,DummyRegressor,regression,base,main,,0.005390167236328125,DummyRegressor,0.04299051876063736,0.04299051876063736,0.0,0.037514663217434824,0.037514663217434824,-0.09112220389153047,0.06706814484309559,0.06706814484309559,-0.1557406485909567,995,44,77,"{'experiment_id': '8108bd15a37c', 'timestamp': '2025-08-18T18:28:50.758405', 'config': {'experiment_name': 'dummy_lexical_density_ar_base', 'language': 'ar', 'task': 'lexical_density', 'model_type': 'dummy', 'task_type': 'regression', 'config': 'base', 'experiment_type': 'main', 'features_dir': '/vsc-hard-mounts/leuven-data/371/vsc37132/qtype-eval/data/tfidf_features', 'batch_name': 'tfidf_results_20250818_182716'}, 'status': 'completed', 'error': None, 'model_type': 'DummyRegressor', 'task_type': 'regression', 'train_time': 0.005390167236328125, 'train_metrics': {'primary_metric': 'mse', 'primary_value': 0.04299051876063736, 'mse': 0.04299051876063736, 'r2': 0.0}, 'val_metrics': {'primary_metric': 'mse', 'primary_value': 0.037514663217434824, 'mse': 0.037514663217434824, 'r2': -0.09112220389153047}, 'test_metrics': {'primary_metric': 'mse', 'primary_value': 0.06706814484309559, 'mse': 0.06706814484309559, 'r2': -0.1557406485909567}, 'data_shapes': {'train': [995, 9199], 'val': [44, 9199], 'test': [77, 9199]}}",,,,,,,,,,,,
