Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_goeswith	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
100_1.conllu	1	24	24.0	5.238095238095238	4.166666666666667	12.5	0	8.333333333333334	0	25.0	0	29.166666666666668	0	4.166666666666667	0	0	12.5	0	0	4.166666666666667	0	0.42857142857142855	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	100.0	0	2.0	100.0	1.0	0	100.0	0	0	0	0	0	4.0	12.0	14.0	3.65	14	1.5	2	50.0	50.0	0.0	100.0	100.0	0.0	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	4.166666666666667	0	12.5	0	0	0	4.166666666666667	0	0	4.166666666666667	0	20.833333333333332	4.166666666666667	0	0	0	0	0	0	0	12.5	0	0	4.166666666666667	0	0	4.166666666666667	0	0	0	0	12.5	4.166666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
299_1.conllu	1	4	4.0	3.6666666666666665	0	0	0	25.0	0	0	0	0	0	0	25.0	0	25.0	0	0	25.0	0	0.3333333333333333	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	1.0	100.0	1.0	0	100.0	0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	25.0	25.0	0	100.0	0.0	0	0	0	0	0	0
43_1.conllu	1	21	21.0	4.95	9.523809523809524	9.523809523809524	0	19.047619047619047	0	14.285714285714286	0	19.047619047619047	0	0	4.761904761904762	0	4.761904761904762	4.761904761904762	0	14.285714285714286	0	0.45	66.66666666666667	33.333333333333336	0	0	0	0	0	100.0	0	0	0	100.0	100.0	75.0	25.0	0	100.0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	5.0	7.0	10.0	3.263157894736842	10	0	0	0	0	0	0	100.0	0.0	0	0	4.761904761904762	0	9.523809523809524	0	9.523809523809524	9.523809523809524	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	9.523809523809524	0	0	0	4.761904761904762	9.523809523809524	0	0	4.761904761904762	0	0	0	4.761904761904762	4.761904761904762	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
32_1.conllu	1	4	4.0	3.6666666666666665	0	0	0	25.0	0	0	0	0	0	0	25.0	0	25.0	0	0	25.0	0	0.3333333333333333	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	1.0	100.0	1.0	0	100.0	0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	25.0	25.0	0	100.0	0.0	0	0	0	0	0	0
200_1.conllu	1	7	7.0	3.6666666666666665	0	0	0	28.571428571428573	0	0	0	0	0	0	28.571428571428573	0	14.285714285714286	0	0	28.571428571428573	0	0.3333333333333333	0	100.0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	100.0	0	0	50.0	50.0	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	2.0	3.5	3.0	1.8	3	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	28.571428571428573	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	14.285714285714286	14.285714285714286	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
112_1.conllu	1	17	17.0	4.071428571428571	0	5.882352941176471	5.882352941176471	5.882352941176471	0	11.764705882352942	0	11.764705882352942	5.882352941176471	5.882352941176471	11.764705882352942	5.882352941176471	17.647058823529413	0	0	11.764705882352942	0	0.42857142857142855	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	2.0	100.0	3.5	0	0	50.0	0	0	50.0	0	3.0	8.5	12.0	2.769230769230769	12	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	5.882352941176471	0	0	5.882352941176471	0	5.882352941176471	0	0	0	0	0	0	0	0	11.764705882352942	0	0	0	0	0	0	0	5.882352941176471	5.882352941176471	0	0	5.882352941176471	0	0	11.764705882352942	0	0	11.764705882352942	0	17.647058823529413	5.882352941176471	5.882352941176471	50.0	50.0	100.0	0.0	1.0	100.0	0	0
154_1.conllu	1	6	6.0	3.6	16.666666666666668	16.666666666666668	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	16.666666666666668	16.666666666666668	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	6.0	2.0	1.5	2	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	100.0	0.0	0	0	0	0	0	0
28_1.conllu	1	11	11.0	4.9	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	27.272727272727273	0	0	9.090909090909092	18.181818181818183	9.090909090909092	0	0	9.090909090909092	0	0.6	0	100.0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	11.0	7.0	3.2222222222222223	7	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	27.272727272727273	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
308_1.conllu	1	13	13.0	3.75	0	7.6923076923076925	7.6923076923076925	15.384615384615385	0	7.6923076923076925	0	23.076923076923077	0	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	15.384615384615385	0	0.5	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	100.0	0	0	50.0	50.0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	2.0	6.5	8.0	2.5454545454545454	8	0	0	0	0	0.0	100.0	100.0	0.0	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	0	0	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
113_1.conllu	1	12	12.0	3.6363636363636362	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	25.0	0	8.333333333333334	0	0	25.0	0	0.36363636363636365	0	100.0	0	100.0	33.333333333333336	0	66.66666666666667	0	0	100.0	0	0	0	100.0	0	0	100.0	0	3.0	100.0	2.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	4.0	4.0	8.0	2.1	8	0	0	0	0	0.0	100.0	100.0	0.0	8.333333333333334	8.333333333333334	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	16.666666666666668	0	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
